Sample_ID,Ash_Deformation,Ash_Softening,Ash_Fluid,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO
WA2212698,1920.0,2050.0,2160.0,45.9,19.6,23.2,1.14,1.19,0.23,2.4,0.92,2.09,43200.0,20600.0,33500.0,1630.0,1430.0,331.0,3960.0,1110.0,0.856,19.7,20.2,16.83,0.0247
WA2212756,2120.0,2214.0,2244.0,31.4,15.6,10.3,14.5,2.88,3.12,0.969,0.475,14.4,16600.0,9090.0,8400.0,11200.0,1920.0,2530.0,981.0,310.0,6.17,10.5,11.3,7.54,0.0692
WA2212985,2172.0,2225.0,2298.0,40.1,26.2,13.2,7.65,1.08,0.648,1.3,1.28,3.72,24700.0,16500.0,11000.0,5390.0,732.0,481.0,1450.0,1040.0,1.51,12.1,12.2,8.77,0.0318
WA2212995,1995.0,2045.0,2095.0,41.2,21.8,23.5,4.38,1.16,0.297,2.47,0.928,3.47,68500.0,40900.0,57400.0,11500.0,2520.0,780.0,7400.0,1960.0,1.41,34.9,35.5,30.85,0.0451
WA2213000,2058.0,2108.0,2176.0,48.0,24.7,10.2,4.86,1.1,0.508,2.39,1.26,2.19,49700.0,29100.0,13700.0,8070.0,1510.0,853.0,4430.0,1640.0,0.895,21.6,22.0,22.32,0.0254
WA2213006,2478.0,2528.0,2594.0,48.8,28.9,6.44,3.38,1.11,0.895,2.72,1.2,2.29,33600.0,22500.0,6630.0,3550.0,987.0,977.0,3330.0,1060.0,0.938,14.4,14.7,11.94,0.0111
WA2213079,2170.0,2194.0,2224.0,28.4,11.3,5.07,22.4,0.979,0.569,0.313,0.762,13.7,14500.0,6630.0,3860.0,17300.0,638.0,456.0,287.0,500.0,6.32,9.51,10.9,6.89,0.0607
WA2213082,2030.0,2060.0,2090.0,36.5,14.1,6.66,14.5,0.722,0.682,0.433,0.953,11.9,25500.0,11200.0,6860.0,15400.0,648.0,753.0,540.0,859.0,5.47,12.9,14.9,8.94,0.0385
WA2213087,2375.0,2440.0,2475.0,21.1,8.36,9.5,25.9,6.31,6.28,0.272,0.484,15.1,6350.0,2860.0,4270.0,12000.0,2450.0,3000.0,145.0,188.0,6.44,6.05,6.48,4.36,0.0806
WA2213089,2132.0,2243.0,2303.0,33.7,9.98,16.5,12.9,5.55,3.81,1.31,0.445,17.1,42400.0,12100.0,27300.0,13700.0,6540.0,3380.0,3080.0,651.0,7.35,20.0,21.3,13.95,0.0824
WA2213091,2193.0,2313.0,2353.0,23.8,11.2,11.4,18.3,4.39,4.51,0.203,0.988,19.5,10100.0,5320.0,7520.0,11500.0,2320.0,2960.0,160.0,506.0,8.33,8.44,9.06,6.95,0.0361
WA2213093,2427.0,2487.0,2529.0,13.8,8.75,11.1,23.6,5.52,5.28,0.124,0.595,28.4,4600.0,3310.0,5570.0,12000.0,2380.0,2800.0,73.6,254.0,12.0,6.74,7.16,5.53,0.0544
WA2213106,2246.0,2329.0,2353.0,19.8,11.3,12.8,17.8,5.02,1.84,0.262,0.701,21.9,8710.0,5650.0,9110.0,11300.0,2690.0,1250.0,198.0,385.0,9.33,8.82,9.4,7.07,0.0176
WA2213422,2253.0,2388.0,2492.0,60.1,17.2,2.65,4.46,2.13,1.51,1.82,0.978,5.4,68500.0,21800.0,4480.0,7550.0,3070.0,2690.0,3710.0,1400.0,2.26,23.2,24.3,22.08,0.00882
WA2213424,2241.0,2356.0,2407.0,35.2,17.4,4.63,13.8,4.1,4.59,0.596,0.624,10.2,21800.0,11300.0,3370.0,7680.0,2620.0,3310.0,817.0,503.0,4.29,10.5,11.0,10.72,0.0191
WA2213426,2194.0,2325.0,2355.0,24.5,9.95,9.89,15.3,4.0,4.56,0.373,0.4,23.3,8250.0,3740.0,5070.0,7820.0,1730.0,2400.0,223.0,174.0,9.77,6.88,7.2,6.0,0.0148
WA2214038,1994.0,2081.0,2198.0,26.7,15.1,19.2,13.0,2.03,1.8,1.68,0.668,15.0,27400.0,15200.0,26300.0,3640.0,1370.0,794.0,4020.0,622.0,6.08,14.8,15.0,15.4,0.0325
WA2214043,2649.0,2731.0,2828.0,48.6,40.6,5.88,2.96,1.26,0.794,2.64,1.43,2.08,36500.0,33300.0,6540.0,3230.0,1220.0,911.0,3520.0,1350.0,0.844,15.7,15.9,15.3,0.015
WA2214048,2453.0,2538.0,2628.0,49.1,36.2,9.36,2.73,1.44,0.412,3.86,1.17,2.31,62900.0,47400.0,17400.0,3870.0,2360.0,812.0,9200.0,1810.0,0.937,26.4,26.8,37.28,0.0159
WA2214055,2102.0,2284.0,2349.0,41.6,22.8,26.0,0.822,0.821,0.402,2.73,0.761,1.19,28100.0,17900.0,26100.0,824.0,718.0,447.0,3270.0,660.0,0.498,13.8,14.5,13.21,0.0153
WA2215435,2692.0,2777.0,2800.0,51.0,30.8,8.28,1.41,0.522,0.621,2.88,1.6,1.13,39200.0,26700.0,9520.0,1660.0,517.0,755.0,3950.0,1570.0,0.461,16.2,16.4,15.44,0.00511
WA2215454,2708.0,2772.0,2800.0,52.2,32.6,5.79,1.11,0.564,0.224,1.28,1.63,1.32,44900.0,31600.0,7140.0,1260.0,621.0,310.0,2000.0,1790.0,0.531,18.1,18.3,16.97,0.00285
WA2215456,2358.0,2458.0,2516.0,36.3,22.8,19.8,5.08,1.17,0.321,2.38,0.819,6.57,16900.0,10800.0,6580.0,1440.0,491.0,176.0,2000.0,420.0,2.65,7.66,7.73,6.79,0.0135
WA2215578,2351.0,2383.0,2416.0,41.2,26.3,16.4,3.91,1.07,1.38,1.99,1.0,4.2,15300.0,11100.0,4330.0,1000.0,598.0,388.0,1450.0,418.0,1.71,6.71,6.82,6.47,0.011
WA2217153,2399.0,2489.0,2604.0,48.6,27.7,7.21,1.86,1.55,0.621,4.11,1.28,2.37,71000.0,45800.0,16300.0,3990.0,2940.0,1430.0,10700.0,2380.0,0.959,31.0,31.3,29.51,0.0189
WA2217392,2175.0,2270.0,2295.0,27.1,9.58,11.3,22.8,3.32,1.17,0.294,0.886,19.3,10500.0,4090.0,6270.0,12700.0,1580.0,728.0,201.0,439.0,8.65,7.15,8.01,6.12,0.029
WA2217687,2468.0,2728.0,2800.0,53.6,29.4,6.19,0.766,1.07,0.909,4.59,1.08,1.66,22700.0,14100.0,3910.0,494.0,582.0,609.0,3450.0,583.0,0.668,8.97,9.04,8.26,0.0127
WA2218485,2052.0,2150.0,2240.0,50.4,21.4,17.7,0.938,1.47,0.472,3.21,1.11,1.62,52400.0,25200.0,26800.0,1460.0,1980.0,778.0,5970.0,1480.0,0.651,22.0,22.1,21.28,0.013
WA2222272,2443.0,2551.0,2685.0,35.7,32.3,15.2,4.15,1.9,0.749,0.358,1.08,5.53,8610.0,8390.0,4770.0,1120.0,523.0,234.0,151.0,303.0,2.27,4.68,4.81,4.24,0.0261
WA2229005,2325.0,2455.0,2567.0,47.3,23.8,16.5,1.35,0.899,0.357,2.53,1.13,1.16,35100.0,20100.0,17100.0,1540.0,863.0,423.0,3350.0,1080.0,0.469,15.5,15.7,14.52,0.017
WA2229051,2027.0,2123.0,2220.0,47.7,19.1,16.6,4.11,0.797,0.986,1.72,0.983,3.08,17800.0,8120.0,9410.0,2340.0,384.0,585.0,1150.0,471.0,1.26,7.85,8.02,8.15,0.0318
WA2229056,1998.0,2042.0,2155.0,41.4,18.5,23.7,3.96,0.807,0.693,1.89,0.439,2.58,19300.0,9790.0,16600.0,2830.0,490.0,513.0,1580.0,275.0,1.05,9.79,9.98,9.13,0.026
WA2229067,2053.0,2125.0,2259.0,33.0,16.3,22.3,11.5,0.85,0.67,1.71,0.711,4.39,18800.0,10500.0,19600.0,9000.0,645.0,595.0,1800.0,519.0,1.8,11.8,12.0,9.89,0.0898
WA2229091,2000.0,2030.0,2189.0,32.2,15.0,35.1,6.79,0.407,0.3,1.3,0.668,2.02,20800.0,11000.0,34400.0,5750.0,337.0,307.0,1470.0,554.0,0.831,13.3,13.7,12.07,0.0489
WA2229543,2168.0,2297.0,2473.0,19.7,7.33,64.7,0.497,0.0996,0.353,0.771,0.329,1.62,24900.0,10400.0,118000.0,997.0,166.0,683.0,1750.0,532.0,0.659,25.9,26.4,16.35,0.0135
WA2229578,2290.0,2417.0,2518.0,37.1,23.9,23.7,4.39,0.517,0.499,1.59,1.1,3.41,17100.0,12200.0,17500.0,3550.0,327.0,360.0,1400.0,626.0,1.38,10.0,10.1,9.73,0.0157
WA2231832,2149.0,2228.0,2440.0,43.7,20.7,23.6,1.89,1.12,0.655,1.64,0.958,2.77,17600.0,9580.0,13900.0,1170.0,566.0,375.0,1110.0,542.0,1.12,8.48,8.58,7.93,0.119
WA2232576,2800.0,2800.0,2800.0,45.8,38.9,0.422,1.43,0.647,0.574,2.37,1.47,0.588,39600.0,38000.0,527.0,1790.0,726.0,792.0,3720.0,1630.0,0.25,17.3,18.4,16.43,0.00325
WA2232577,2800.0,2800.0,2800.0,42.1,36.3,0.472,1.86,0.548,0.5,2.06,1.26,1.01,43400.0,46700.0,565.0,3750.0,718.0,835.0,3690.0,1710.0,0.431,22.5,23.9,20.33,0.0033
WA2233091,2250.0,2345.0,2460.0,26.1,24.8,9.03,13.3,3.57,0.277,0.913,0.719,5.36,11700.0,11800.0,5380.0,8990.0,2100.0,214.0,779.0,414.0,2.37,8.35,9.19,5.96,0.135
WA2233096,2235.0,2295.0,2500.0,42.1,21.0,9.77,6.7,4.4,0.142,2.22,0.865,7.38,34200.0,18600.0,9580.0,7160.0,4190.0,170.0,3130.0,898.0,3.27,14.8,16.3,10.34,0.166
WA2233098,2245.0,2335.0,2385.0,38.1,25.0,4.18,11.0,4.48,0.169,2.57,0.861,4.84,33100.0,22500.0,3590.0,7880.0,4000.0,214.0,3860.0,844.0,2.13,14.5,15.9,10.26,0.023
WA2233100,2125.0,2285.0,2465.0,25.8,11.4,23.0,17.1,4.98,0.162,0.925,0.508,2.8,12900.0,6350.0,11800.0,10400.0,2730.0,120.0,837.0,324.0,1.23,8.3,9.13,5.78,0.243
WA2236239,2800.0,2800.0,2800.0,52.6,33.5,2.93,0.912,0.526,0.319,1.85,1.42,1.49,15400.0,10900.0,1270.0,396.0,206.0,148.0,1030.0,526.0,0.6,6.16,6.22,5.97,0.00714
WA2238471,2105.0,2170.0,2235.0,31.1,17.5,7.67,19.2,2.74,0.135,1.13,0.618,15.1,14700.0,9380.0,5450.0,13900.0,1680.0,102.0,955.0,374.0,6.12,10.1,10.2,8.9,0.066
WA2238472,2246.0,2353.0,2519.0,38.8,27.3,21.6,1.18,0.653,1.31,2.59,1.07,2.61,7200.0,5630.0,4880.0,297.0,153.0,346.0,848.0,255.0,1.05,3.72,3.76,3.75,0.00899
WA2238502,2256.0,2352.0,2484.0,44.4,28.7,3.61,5.57,2.42,0.375,1.98,0.992,6.96,32200.0,23500.0,3890.0,6100.0,2250.0,434.0,2580.0,916.0,3.1,13.9,15.5,11.99,0.025
WA2238509,2458.0,2490.0,2564.0,51.1,26.2,3.45,6.34,2.41,0.401,2.18,1.12,4.6,45700.0,26400.0,4640.0,8620.0,2810.0,588.0,3490.0,1270.0,2.03,17.3,19.1,14.02,0.0242
WA2242029,2789.0,2800.0,2800.0,67.1,20.6,1.28,1.15,0.125,0.738,0.805,0.77,2.57,55900.0,15900.0,1260.0,1270.0,102.0,821.0,1180.0,713.0,1.07,16.3,17.0,16.29,0.00373
WA2242050,2380.0,2540.0,2720.0,47.4,28.3,2.86,5.17,0.423,1.82,0.93,1.15,6.0,13000.0,9100.0,1190.0,2280.0,147.0,796.0,436.0,408.0,2.49,5.75,5.97,5.24,0.0076
WA2242535,2073.0,2348.0,2389.0,17.6,16.0,29.3,14.7,7.35,0.333,1.0,0.475,5.91,7090.0,6980.0,15400.0,8180.0,3480.0,200.0,719.0,242.0,2.62,7.24,7.98,5.98,0.131
WA2242537,2115.0,2160.0,2410.0,41.1,22.8,10.7,5.74,4.15,0.378,2.67,0.885,5.13,30900.0,19100.0,11200.0,6260.0,3860.0,450.0,3600.0,841.0,2.2,14.7,15.8,11.05,0.285
WA3184946,2910.0,2910.0,2910.0,44.4,30.4,2.71,0.396,0.106,0.0401,1.98,2.39,0.2,32500.0,24800.0,3150.0,352.0,117.0,46.2,2770.0,2050.0,0.082,14.7,15.2,10.4,0.00508
WA3187007,2910.0,2910.0,2910.0,53.4,28.1,2.53,1.21,0.617,0.579,1.65,2.07,1.94,23400.0,14500.0,2050.0,576.0,369.0,303.0,1850.0,1180.0,0.807,9.09,9.47,7.87,0.0236
WA3187027,2644.0,2663.0,2794.0,49.0,30.0,3.8,0.81,0.797,1.03,3.1,1.2,1.6,13100.0,9090.0,1520.0,331.0,275.0,435.0,1480.0,411.0,0.667,5.5,5.73,5.89,0.00917
WA3187028,2213.0,2285.0,2665.0,54.0,27.0,4.3,0.41,1.18,0.662,4.1,1.2,0.72,34700.0,19600.0,4130.0,403.0,976.0,674.0,4690.0,987.0,0.3,13.2,13.8,5.8,0.0253
WA3187029,2910.0,2910.0,2910.0,69.0,25.0,1.2,0.77,0.282,0.23,1.1,2.2,0.88,44000.0,18000.0,1150.0,750.0,232.0,232.0,1250.0,1800.0,0.367,13.1,13.6,14.51,0.00406
WA3187030,2846.0,2910.0,2910.0,51.0,33.0,1.5,0.49,0.764,0.405,3.1,1.2,0.6,30300.0,22200.0,1330.0,445.0,585.0,381.0,3280.0,912.0,0.25,12.2,12.7,10.17,0.00698
WA3188967,2553.0,2645.0,2685.0,48.8,23.7,15.7,0.513,0.577,0.3,2.03,1.11,0.74,21300.0,11500.0,9300.0,314.0,316.0,199.0,1570.0,626.0,0.31,8.77,9.13,8.99,0.0114
WA3188970,2030.0,2080.0,2130.0,26.6,10.5,25.7,9.24,4.61,0.222,1.28,0.492,12.9,19000.0,8300.0,28800.0,10400.0,4460.0,257.0,1670.0,456.0,5.37,15.1,15.7,13.44,0.0927
WA3189017,2077.0,2127.0,2213.0,25.5,16.4,37.1,3.54,0.933,0.529,1.13,0.816,5.59,10500.0,7300.0,22100.0,1740.0,444.0,262.0,855.0,402.0,2.33,8.01,8.34,7.3,0.0415
WA3189024,2079.0,2163.0,2222.0,26.4,16.3,37.8,3.04,1.42,0.401,1.2,0.803,5.74,20900.0,13100.0,23200.0,1640.0,873.0,320.0,1680.0,785.0,2.39,11.7,12.2,9.45,0.0351
WA3189027,2589.0,2654.0,2715.0,49.4,23.8,15.3,0.625,0.972,0.289,2.44,1.11,0.622,42800.0,23300.0,19800.0,881.0,1080.0,390.0,3730.0,1240.0,0.259,17.8,18.6,17.79,0.0123
WA3189038,2346.0,2427.0,2525.0,50.4,21.5,12.8,2.84,0.967,0.364,2.65,1.02,2.02,41200.0,19900.0,15800.0,3490.0,1030.0,471.0,3890.0,1070.0,0.841,16.9,17.6,15.96,0.027
WA3189042,2185.0,2247.0,2344.0,39.5,22.4,25.6,1.69,0.778,0.563,1.77,1.14,1.22,36900.0,22400.0,33600.0,1190.0,1020.0,813.0,3320.0,1310.0,0.508,18.5,19.2,19.03,0.0129
WA3189062,2232.0,2300.0,2406.0,48.0,20.6,22.2,0.407,0.561,0.331,1.78,1.01,0.743,23800.0,11600.0,16600.0,311.0,359.0,259.0,1580.0,642.0,0.309,10.2,10.6,9.74,0.00876
WA3189191,2084.0,2138.0,2304.0,28.8,19.9,37.9,2.43,0.394,0.154,0.779,0.764,2.62,11200.0,8620.0,21800.0,1550.0,198.0,93.7,551.0,388.0,1.09,7.96,8.29,8.04,0.0191
WA3189194,2624.0,2718.0,2789.0,55.1,27.5,7.28,0.423,1.43,0.322,3.48,1.24,1.29,44600.0,25500.0,8680.0,511.0,1510.0,412.0,5080.0,1280.0,0.537,16.7,17.4,14.78,0.0295
WA3189200,2910.0,2910.0,2910.0,50.2,28.6,2.78,2.82,1.02,0.56,2.31,1.54,5.28,20200.0,12400.0,1630.0,1440.0,508.0,323.0,1720.0,744.0,2.2,8.05,8.39,7.66,0.103
WA3189255,2498.0,2529.0,2566.0,46.0,25.3,2.26,3.09,0.854,1.38,1.38,1.47,5.1,14700.0,8930.0,1050.0,1540.0,353.0,685.0,790.0,588.0,2.12,6.43,6.7,6.69,0.0204
WA3189339,2910.0,2910.0,2910.0,61.5,25.1,2.39,0.515,0.809,1.17,2.22,1.22,0.51,34400.0,14000.0,1770.0,331.0,580.0,946.0,2480.0,810.0,0.22,11.1,11.5,10.48,0.00553
WA3189746,1981.0,2054.0,2119.0,26.2,15.4,35.6,8.01,0.594,0.701,1.41,0.754,5.32,27200.0,17900.0,53900.0,12400.0,796.0,1160.0,2680.0,1040.0,2.22,20.9,21.8,20.16,0.0152
WA3189751,2176.0,2277.0,2426.0,46.6,22.6,15.8,3.31,0.81,0.596,1.78,1.07,2.63,35900.0,20200.0,17300.0,3700.0,786.0,679.0,2300.0,1120.0,1.1,15.7,16.4,14.77,0.0117
WA3190617,2540.0,2566.0,2592.0,51.0,34.0,6.3,1.3,0.548,2.03,0.6,3.2,2.6,8190.0,6180.0,1510.0,319.0,113.0,516.0,172.0,658.0,1.08,3.3,3.44,2.82,0.0063
WA3190620,2910.0,2910.0,2910.0,51.2,36.7,4.2,1.5,0.797,0.878,2.1,1.8,1.7,17700.0,14400.0,2170.0,792.0,355.0,481.0,1290.0,796.0,0.708,7.1,7.4,7.79,0.01
WA3190622,2875.0,2910.0,2910.0,56.9,28.0,2.8,3.7,1.66,0.581,1.0,1.4,3.6,20200.0,11300.0,1490.0,2010.0,760.0,327.0,633.0,637.0,1.5,7.3,7.6,7.18,0.0064
WA3190639,2659.0,2684.0,2910.0,52.5,31.7,6.8,1.6,1.31,1.34,2.4,1.3,2.9,19900.0,13600.0,3860.0,928.0,642.0,804.0,1620.0,632.0,1.21,7.8,8.13,8.94,0.013
WA3190645,2211.0,2311.0,2436.0,25.5,16.0,48.9,1.42,0.81,1.1,1.11,0.829,2.86,19200.0,12200.0,30800.0,803.0,590.0,806.0,1460.0,722.0,1.19,11.3,11.7,11.38,0.0404
WA3190672.1,2670.0,2690.0,2701.0,47.9,31.2,9.1,2.2,0.797,1.49,1.1,1.1,3.1,10000.0,7390.0,2850.0,704.0,215.0,493.0,410.0,295.0,1.29,4.3,4.48,4.19,0.0056
WA3190677,2575.0,2616.0,2700.0,52.6,26.1,4.18,3.2,1.8,1.14,1.42,1.73,1.99,29200.0,16000.0,2940.0,1650.0,1180.0,759.0,2130.0,1080.0,0.828,10.7,11.1,7.48,0.022
WA3191305,2025.0,2075.0,2163.0,16.6,10.6,57.7,4.87,0.49,0.881,0.304,0.693,7.37,7750.0,4110.0,35700.0,2180.0,304.0,418.0,443.0,459.0,3.07,8.33,8.67,7.3,0.0148
WA3191867,2821.0,2835.0,2868.0,58.5,29.3,4.14,0.537,0.651,0.524,1.58,2.29,1.56,29800.0,16800.0,2670.0,323.0,403.0,394.0,1310.0,1540.0,0.648,10.3,10.7,10.25,0.00388
WA3191877,2408.0,2468.0,2677.0,49.4,27.1,9.19,2.02,1.08,0.972,1.85,1.44,4.48,40500.0,25100.0,12500.0,2430.0,1240.0,1000.0,3060.0,1590.0,1.87,17.1,17.8,18.82,0.0168
WA3191896,2800.0,2800.0,2800.0,55.6,32.8,2.64,0.504,0.858,0.891,2.89,1.44,1.4,61200.0,38400.0,3590.0,445.0,1190.0,1560.0,6160.0,2140.0,0.585,21.8,22.7,21.54,0.00942
WA3192698,2666.0,2714.0,2753.0,48.2,30.1,9.03,1.98,0.666,0.253,1.7,1.28,2.81,16300.0,11300.0,4380.0,857.0,299.0,144.0,1060.0,562.0,1.13,6.99,7.05,7.23,0.0101
WA3192726,2735.0,2769.0,2798.0,56.4,26.3,6.55,0.776,0.733,0.866,1.54,1.74,0.744,28800.0,14200.0,4530.0,572.0,482.0,666.0,1490.0,1180.0,0.31,10.2,10.6,8.46,0.00964
WA3192734,2325.0,2428.0,2535.0,45.8,23.6,9.18,5.82,0.975,2.2,0.234,2.74,3.04,13700.0,8080.0,4040.0,2700.0,373.0,1110.0,132.0,1070.0,1.27,6.15,6.41,5.93,0.0536
WA3193669,2339.0,2432.0,2543.0,32.9,19.3,32.2,1.29,0.991,0.809,2.26,0.59,2.42,5930.0,4000.0,9680.0,328.0,227.0,208.0,761.0,138.0,0.979,3.97,4.01,4.98,0.0203
WA3193726,2711.0,2780.0,2800.0,53.6,25.5,5.87,0.668,1.31,1.1,2.67,1.16,0.845,20300.0,11400.0,3570.0,417.0,698.0,508.0,1750.0,597.0,0.34,8.11,8.25,7.55,0.0113
WA3193959,2202.0,2293.0,2381.0,35.0,20.8,12.9,8.81,1.93,1.27,1.83,1.12,4.94,11100.0,7410.0,6220.0,4020.0,769.0,612.0,1110.0,446.0,2.06,6.46,6.73,5.92,0.0463
WA3193962,2800.0,2800.0,2800.0,50.4,30.0,7.25,1.2,0.935,0.46,1.39,1.6,1.52,13900.0,9340.0,3040.0,506.0,333.0,200.0,678.0,568.0,0.612,5.88,5.91,6.95,0.00583
WA3193965,2608.0,2694.0,2757.0,46.3,26.7,13.3,1.14,1.09,0.367,1.81,1.17,1.69,17600.0,11100.0,6130.0,532.0,471.0,205.0,1380.0,561.0,0.681,7.72,7.78,7.08,0.0321
WA3193971,2751.0,2765.0,2778.0,57.4,22.6,6.0,0.809,0.76,0.787,0.663,2.26,1.12,20300.0,8800.0,2930.0,416.0,318.0,427.0,374.0,1030.0,0.45,7.4,7.45,9.46,0.0123
WA3193978,2800.0,2800.0,2800.0,47.6,29.1,5.28,2.14,0.759,1.27,1.15,1.37,2.99,4640.0,3200.0,753.0,319.0,94.0,193.0,198.0,171.0,1.21,2.06,2.08,2.26,0.00704
WA3193985,2645.0,2744.0,2787.0,43.1,31.0,10.0,1.68,1.38,0.99,0.683,1.62,2.32,10500.0,8530.0,3640.0,621.0,432.0,379.0,297.0,505.0,0.934,5.18,5.21,5.69,0.0155
WA3193992,2204.0,2317.0,2478.0,39.9,25.1,14.7,1.33,1.02,1.28,2.5,1.02,3.02,7310.0,5140.0,4130.0,323.0,257.0,317.0,902.0,232.0,1.21,3.85,3.87,4.08,0.0111
WA3193996,2573.0,2680.0,2765.0,48.5,26.9,9.64,0.51,1.37,0.44,4.01,0.98,0.912,25800.0,16200.0,7560.0,414.0,940.0,372.0,3800.0,671.0,0.38,10.9,11.4,11.02,0.0114
WA3193999,2672.0,2736.0,2752.0,50.2,27.0,6.62,0.629,1.61,0.599,4.26,1.1,1.06,48900.0,27800.0,6700.0,704.0,2060.0,851.0,7700.0,1370.0,0.428,19.9,20.0,18.78,0.0131
WA3194005,2466.0,2566.0,2642.0,42.8,30.8,10.3,1.36,1.37,1.14,2.14,0.92,2.05,6540.0,5340.0,2370.0,320.0,270.0,277.0,583.0,181.0,0.827,3.25,3.27,2.88,0.0135
WA3194008,2538.0,2608.0,2683.0,41.0,31.2,11.2,1.52,0.955,1.4,1.53,0.793,2.73,5610.0,4830.0,2250.0,312.0,166.0,293.0,382.0,138.0,1.1,2.89,2.91,3.14,0.0348
WA3194013,2776.0,2800.0,2800.0,54.9,27.0,3.74,0.415,1.49,0.358,4.74,1.07,0.698,88900.0,48100.0,8850.0,963.0,3160.0,915.0,13700.0,2180.0,0.281,33.9,34.2,34.53,0.0129
WA3194017,2800.0,2800.0,2800.0,53.2,27.7,6.73,0.766,0.887,0.417,1.39,1.38,0.842,15400.0,9190.0,2860.0,333.0,331.0,185.0,724.0,505.0,0.339,6.16,6.21,6.5,0.0137
WA3194730,2401.0,2512.0,2775.0,76.0,9.04,6.19,4.6,2.42,0.274,1.73,0.237,0.829,66900.0,8970.0,8030.0,6020.0,2690.0,365.0,2670.0,270.0,0.342,18.2,18.8,22.81,0.248
WA3195008,2800.0,2800.0,2800.0,57.0,20.7,2.42,4.1,0.387,0.156,2.77,1.19,0.673,45400.0,16000.0,2160.0,5340.0,367.0,175.0,4060.0,1120.0,0.276,16.2,16.5,18.01,0.00359
WA3195051,2638.0,2695.0,2746.0,53.6,27.6,8.15,0.616,0.673,0.5,2.41,1.61,0.772,27300.0,15200.0,5240.0,436.0,399.0,375.0,2010.0,1130.0,0.312,10.4,10.5,11.47,0.00544
WA3195447,2502.0,2584.0,2646.0,45.2,21.4,5.82,9.63,1.09,0.188,2.08,1.4,3.49,42400.0,20900.0,6670.0,10100.0,1200.0,266.0,3790.0,1640.0,1.41,18.3,18.4,17.56,0.0862
WA3196286,2689.0,2714.0,2740.0,36.8,23.3,21.1,2.5,0.892,0.52,2.54,1.08,4.1,22000.0,15100.0,10400.0,1410.0,583.0,388.0,2910.0,751.0,1.66,10.6,10.7,14.16,0.0356
WA3196319,2215.0,2301.0,2510.0,39.0,23.2,20.1,2.12,0.76,0.393,2.45,1.21,2.72,16900.0,11100.0,10500.0,1190.0,414.0,228.0,1960.0,656.0,1.11,8.52,8.69,9.27,0.0217
WA3196336,2407.0,2498.0,2681.0,43.5,23.7,15.9,1.63,0.956,0.368,2.91,1.14,1.8,27600.0,17000.0,13800.0,1460.0,772.0,353.0,3340.0,942.0,0.727,13.2,13.3,12.95,0.0197
WA3199626,2325.0,2422.0,2512.0,49.6,20.6,20.5,1.08,0.801,0.657,2.25,1.02,1.49,84000.0,37400.0,32400.0,1760.0,1820.0,1070.0,6880.0,2140.0,0.615,31.9,32.6,32.04,0.0237
WA3199660,2221.0,2320.0,2385.0,19.5,13.8,62.9,0.923,0.141,0.0867,0.322,0.355,1.29,23200.0,19300.0,79500.0,1550.0,203.0,163.0,693.0,577.0,0.538,20.1,20.9,14.16,0.0196
WA3199678,2187.0,2287.0,2364.0,35.5,22.4,31.4,2.21,0.396,0.207,1.05,0.931,3.32,19900.0,13100.0,16900.0,1190.0,267.0,138.0,1180.0,676.0,1.38,9.85,10.3,10.53,0.0273
WA3199679,2910.0,2910.0,2910.0,45.6,37.9,5.38,1.15,0.257,0.123,0.982,3.67,0.783,29200.0,26400.0,6000.0,1010.0,221.0,121.0,1160.0,2830.0,0.326,13.0,13.5,12.03,0.00436
WA3199690,2244.0,2377.0,2586.0,38.6,24.4,28.1,1.05,0.596,0.24,1.69,1.2,2.23,37000.0,23900.0,26100.0,985.0,815.0,295.0,3320.0,1380.0,0.905,17.7,18.0,16.02,0.0142
WA3199718,2801.0,2808.0,2820.0,48.7,31.6,4.68,1.92,0.716,0.212,2.53,1.51,2.12,22400.0,16400.0,3420.0,1390.0,429.0,155.0,2080.0,884.0,0.877,9.64,9.88,8.48,0.0584
WA3199739,2646.0,2688.0,2747.0,38.9,34.4,17.3,1.2,0.319,0.196,0.787,0.771,1.42,19700.0,19100.0,19100.0,811.0,190.0,146.0,671.0,472.0,0.585,11.2,11.5,10.98,0.00326
WA3201278,2600.0,2632.0,2729.0,39.0,28.0,23.2,0.64,0.46,0.191,2.11,1.38,0.938,27600.0,22700.0,21200.0,617.0,441.0,214.0,2850.0,1230.0,0.388,14.1,14.7,12.66,0.0147
WA3201280,2910.0,2910.0,2910.0,47.2,39.8,2.12,1.01,0.315,0.13,1.47,2.57,0.283,27200.0,25700.0,1850.0,779.0,267.0,136.0,1840.0,1700.0,0.115,12.1,12.2,11.48,0.00735
WA3201282,2910.0,2910.0,2910.0,56.7,35.4,1.4,0.673,0.256,0.106,0.437,3.66,0.825,38000.0,25100.0,1240.0,579.0,245.0,113.0,619.0,3420.0,0.333,13.9,14.0,13.66,0.00512
WA3201522,2910.0,2910.0,2910.0,48.7,37.7,5.06,0.728,0.253,0.101,0.944,3.21,0.786,36400.0,32100.0,5730.0,824.0,241.0,121.0,1230.0,3080.0,0.319,15.8,16.0,14.55,0.00296
